date,high,low,Month,Year,City,
16,22°,8°,December,2022,Lahore,16-Dec-22
17,21°,8°,December,2022,Lahore,17-Dec-22
18,21°,8°,December,2022,Lahore,18-Dec-22
19,21°,8°,December,2022,Lahore,19-Dec-22
20,21°,8°,December,2022,Lahore,20-Dec-22
21,21°,8°,December,2022,Lahore,21-Dec-22
22,21°,8°,December,2022,Lahore,22-Dec-22
23,21°,8°,December,2022,Lahore,23-Dec-22
24,21°,8°,December,2022,Lahore,24-Dec-22
25,21°,8°,December,2022,Lahore,25-Dec-22
26,21°,8°,December,2022,Lahore,26-Dec-22
27,21°,8°,December,2022,Lahore,27-Dec-22
28,21°,7°,December,2022,Lahore,28-Dec-22
29,20°,7°,December,2022,Lahore,29-Dec-22
30,20°,7°,December,2022,Lahore,30-Dec-22
31,20°,7°,December,2022,Lahore,31-Dec-22
